PWM_Strength,Voltage,Weight1(g)
0.0,9.03,-1.53
20.0,9.03,-1.78
40.0,9.03,-15.32
60.0,8.72,-52.87
80.0,9.27,-106.58
100.0,8.76,-161.19
120.0,9.76,-221.63
0.0,8.31,-274.36
