PWM_Strength,Voltage,Weight1(g)
0.0,9.01,-2.96
20.0,9.03,-3.88
40.0,9.03,-25.44
60.0,9.09,-68.33
80.0,8.82,-126.8
100.0,9.19,-189.4
120.0,8.95,-249.51
0.0,7.94,-306.04
