PWM_Strength,Voltage,Weight1(g)
0.0,7.02,-3.77
20.0,7.02,-5.44
40.0,6.84,-20.53
60.0,7.1,-45.31
80.0,7.04,-81.33
100.0,6.45,-122.77
120.0,6.45,-165.88
0.0,7.16,-209.17
