PWM_Strength,Voltage,Weight1(g)
0.0,6.98,-1.08
20.0,6.98,-1.59
40.0,7.0,-4.01
60.0,7.0,-32.05
80.0,6.96,-61.4
100.0,6.88,-107.11
120.0,7.0,-151.96
0.0,6.26,-197.05
