PWM_Strength,Voltage,Weight1(g)
0.0,7.02,-3.01
20.0,7.02,-3.5
40.0,7.02,-19.43
60.0,7.0,-46.57
80.0,6.9,-85.09
100.0,7.1,-127.93
120.0,6.45,-176.23
0.0,6.31,-219.51
