PWM_Strength,Voltage,Weight1(g)
0.0,11.05,-0.68
20.0,11.07,-0.65
40.0,11.03,-19.32
60.0,11.1,-72.39
80.0,10.89,-144.3
100.0,10.64,-223.02
120.0,11.05,-290.22
0.0,9.4,-340.46
