PWM_Strength,Voltage,Weight1(g)
0.0,9.03,-2.95
20.0,9.03,-5.08
40.0,8.66,-26.86
60.0,8.82,-69.52
80.0,8.9,-128.29
100.0,9.36,-193.59
120.0,8.41,-257.14
0.0,8.04,-307.0
