5.203171791501252349e-05,1.530765508105925944e-03,3.193794004070812931e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.968062059959291954e+00,1.979640445731379259e+02,1.979640445731379259e+02,1.979640445731379259e+02
5.244856717158044292e-05,1.542986766449422039e-03,6.482013911308481813e-02,-8.059374714866969491e-02,2.748848117863311909e-03,1.935179860886915293e+00,-2.138559648976340544e+00,-2.132429126065344072e+00,-2.127081578823145858e+00
5.290138598319087148e-05,1.554975680869239135e-03,9.712720485551122607e-02,-1.596656459892607516e-01,5.735224209389983355e-03,1.902872795144488816e+00,-2.083275219173829296e+00,-2.077099031422227071e+00,-2.071788828733277743e+00
5.337329827440080975e-05,1.566248250444488618e-03,1.288699676086351720e-01,-2.372409742280666978e-01,8.957642654721379577e-03,1.871130032391364884e+00,-2.029034928721006992e+00,-2.022812949295812235e+00,-2.017540867772999569e+00
5.384692249810800550e-05,1.576355549928839649e-03,1.600590281652194136e-01,-3.133444585563741613e-01,1.241458242364687319e-02,1.839940971834780559e+00,-1.975816551613384542e+00,-1.969548666816478777e+00,-1.964315477824083667e+00
5.430445789966968601e-05,1.584882077290669222e-03,1.907047634821950333e-01,-3.880002905050644046e-01,1.610447931931014917e-02,1.809295236517804994e+00,-1.923598416978135717e+00,-1.917284527090155954e+00,-1.912090995180692587e+00
5.472777438134424506e-05,1.591444172704947584e-03,2.208173322151815998e-01,-4.612321406816286551e-01,2.002572644911580074e-02,1.779182667784818372e+00,-1.872359392202008310e+00,-1.865999411269243735e+00,-1.860846293863395617e+00
5.509849826293218187e-05,1.595688506109981235e-03,2.504066800903060330e-01,-5.330631725795881293e-01,2.417667470569685034e-02,1.749593319909694022e+00,-1.822078867038975369e+00,-1.815672722668080663e+00,-1.810560769747957321e+00
5.539809408211432597e-05,1.597290630266392153e-03,2.794825451189310583e-01,-6.035160559755590182e-01,2.855563325757951021e-02,1.720517454881068886e+00,-1.772736738268315015e+00,-1.766284371428384237e+00,-1.761214325243580348e+00
5.560794257267775070e-05,1.595953596401949526e-03,3.080544626606833702e-01,-6.726129799285304189e-01,3.316087004915335701e-02,1.691945537339316630e+00,-1.724313394880583106e+00,-1.717814759712148032e+00,-1.712787354498122694e+00
5.570941495363604563e-05,1.591406629664549521e-03,3.361317703399583356e-01,-7.403756653953221800e-01,3.799061230956976565e-02,1.663868229660041553e+00,-1.676789703771461193e+00,-1.670244767402002450e+00,-1.665260729110303872e+00
5.568394365730502255e-05,1.583403861737213208e-03,3.637236128208770625e-01,-8.068253774756243279e-01,4.304304707020489840e-02,1.636276387179123049e+00,-1.630146995922662878e+00,-1.623555738288244177e+00,-1.618615784328139462e+00
5.551308961967454421e-05,1.571723118093818058e-03,3.908389464454770645e-01,-8.719829372994623018e-01,4.831632169033737989e-02,1.609161053554522880e+00,-1.584367053051986440e+00,-1.577729466724637986e+00,-1.572834305715723469e+00
5.517860625190981803e-05,1.556164757492784498e-03,4.174865437397329848e-01,-9.358687335694297893e-01,5.380854439070260897e-02,1.582513456260266960e+00,-1.539432094712889887e+00,-1.532748184733387697e+00,-1.527898516268775042e+00
5.466250020751012994e-05,1.536550561418437806e-03,4.436749977918264531e-01,-9.985027337695184801e-01,5.951778479459805815e-02,1.556325002208173602e+00,-1.495324765827876323e+00,-1.488594549543583279e+00,-1.483791063963274759e+00
5.394708905553841939e-05,1.512722671286595086e-03,4.694127265069154009e-01,-1.059904495051905648e+00,6.544207447622479856e-02,1.530587273493084544e+00,-1.452028124637551709e+00,-1.445251631544997473e+00,-1.440495009719086728e+00
5.301505596640171273e-05,1.484542571332392790e-03,4.947079767424903962e-01,-1.120093174812613723e+00,7.157940751596102158e-02,1.505292023257509548e+00,-1.409525631050187133e+00,-1.402702902642084526e+00,-1.397993815763428849e+00
5.184950151290047403e-05,1.451890115194761884e-03,5.195688283282503539e-01,-1.179087540966512693e+00,7.792774106227405573e-02,1.480431171671749535e+00,-1.367801135376659927e+00,-1.360932224993068429e+00,-1.356271334379101523e+00
5.043399268566562549e-05,1.414662594303550940e-03,5.440031979742823154e-01,-1.236905981931731180e+00,8.448499589998577364e-02,1.455996802025717685e+00,-1.326838867435573999e+00,-1.319923840118934821e+00,-1.315311797022298279e+00
4.875260921865660462e-05,1.372773846262347400e-03,5.680188430711864411e-01,-1.293566516333140237e+00,9.124905702461702517e-02,1.431981156928813448e+00,-1.286623426015280014e+00,-1.279662358369063391e+00,-1.275099803796756692e+00
4.678998731709517488e-05,1.326153401502797209e-03,5.916233653856524111e-01,-1.349086802434207977e+00,9.821777422254325540e-02,1.408376634614347589e+00,-1.247139768678713123e+00,-1.240132748729427803e+00,-1.235620313270181514e+00
4.453136087704926311e-05,1.274745666564908175e-03,6.148242146548620335e-01,-1.403484147306143903e+00,1.053889626567038607e-01,1.385175785345138078e+00,-1.208373201899123783e+00,-1.201320328961452466e+00,-1.196858632621052854e+00
4.196260028285256864e-05,1.218509142432643152e-03,6.376286920829681293e-01,-1.456775515742927407e+00,1.127604034576137060e-01,1.362371307917031871e+00,-1.170309371513402308e+00,-1.163210756058241424e+00,-1.158800408102536039e+00
3.907024886564257489e-05,1.157415676425290309e-03,6.600439537427801318e-01,-1.508977538930466489e+00,1.203298443194335127e-01,1.339956046257219757e+00,-1.132934253482005715e+00,-1.125790017007191501e+00,-1.121431615812529259e+00
3.584155710351454960e-05,1.091449746212807886e-03,6.820770138856713238e-01,-1.560106522877829027e+00,1.280950001008631101e-01,1.317922986114328676e+00,-1.096234144943975419e+00,-1.089044419847501333e+00,-1.084738552758359731e+00
3.226451464111772748e-05,1.020607774587783219e-03,7.037347481626140544e-01,-1.610178456618181597e+00,1.360535534306267780e-01,1.296265251837386057e+00,-1.060195655556239736e+00,-1.052960585011764261e+00,-1.048707828205336146e+00
2.832788020395496500e-05,9.448974736879718660e-04,7.250238967591408068e-01,-1.659209020186779515e+00,1.442031553173283576e-01,1.274976103240859082e+00,-1.024805699106553947e+00,-1.017525436941022710e+00,-1.013326355298542980e+00
2.402120948018517089e-05,8.643372174217688097e-04,7.459510674469314040e-01,-1.707213592383082457e+00,1.525414257634576665e-01,1.254048932553068596e+00,-9.900514853905951762e-01,-9.827261959638020627e-01,-9.785813429483990467e-01
1.933488104036193802e-05,7.789554409045526800e-04,7.665227385546260486e-01,-1.754207258323791763e+00,1.610659543833364848e-01,1.233477261445373951e+00,-9.559205123437313212e-01,-9.485503704296539551e-01,-9.444602879705283893e-01
1.426012036326877575e-05,6.887900657667812322e-04,7.867452618603733017e-01,-1.800204816793368190e+00,1.697743010247979578e-01,1.213254738139626809e+00,-9.224005584174750361e-01,-9.149857490872271848e-01,-9.109509674699645121e-01
